jenis_makanan,manufacturer,serving_size,kalori,protein_g,carbohydrate_g,fat_g,sugar_g,sodium_mg,fiber_g,energy_percentage_dv,protein_percentage_dv,carbohydrate_percentage_dv,fat_percentage_dv,sodium_percentage_dv,Lemak jenuh,Natrium,Protein,Karbohidrat total,Energi,Lemak total,Serat pangan,usia
"pempek kapal selam, masakan",Tidak Diketahui,1.60 g,152.0,4.5,28.2,2.3,0.0,628.0,0.0,7.07,7.5,8.68,3.43,41.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
"sapi, daleman, segar",Tidak Diketahui,2.10 g,183.0,12.0,1.4,14.4,0.0,277.0,0.0,8.51,20.0,0.43,21.49,18.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,13
ayam brand tuna dalam air,PT. Ayam brand Indonesia,13 g,50.0,13.0,0.0,0.0,0.0,0.0,0.0,2.33,21.67,0.0,0.0,0.0,0.0,0.0,22.0,0.0,3.0,0.0,0.0,68
"daun matel ambon, segar",Tidak Diketahui,3 g,71.0,6.8,11.5,1.6,0.0,0.0,4.6,3.3,11.33,3.54,2.39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12
"daun singkong ambon, segar",Tidak Diketahui,2.90 g,144.0,12.7,25.2,1.2,0.0,44.0,10.2,6.7,21.17,7.75,1.79,2.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
"pisang ambon, segar",Tidak Diketahui,1 g,108.0,1.0,24.3,0.8,0.0,10.0,1.9,5.02,1.67,7.48,1.19,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,46
wrp lose weight meal replacement,PT. Nutrifood Indonesia,3 g,15.0,14.0,35.0,1.5,16.0,260.0,3.0,9.77,23.33,10.77,2.24,17.33,0.0,18.0,24.0,0.0,0.0,0.0,0.0,38
ayam bacem,Tidak Diketahui,13.70 g,147.0,13.7,8.3,6.7,0.0,0.0,0.0,6.84,22.83,2.55,10.0,0.0,0.0,0.0,23.0,0.0,7.0,10.0,0.0,43
tahu bacem,Tidak Diketahui,1.90 g,24.0,1.9,1.09,1.47,0.0,34.0,0.0,1.12,3.17,0.34,2.19,2.27,0.0,3.0,4.0,0.0,0.0,3.0,0.0,70
cemcem pilus rasa keju panggang,Tidak Diketahui,1 g,100.0,1.0,13.0,5.0,0.0,270.0,0.0,4.65,1.67,4.0,7.46,18.0,0.0,18.0,0.0,0.0,5.0,8.0,0.0,50
pronas kornet ayam,PT. Canning Indonesia,2 g,70.0,5.0,5.0,3.0,0.0,0.0,2.0,3.26,8.33,1.54,4.48,0.0,0.0,0.0,9.0,0.0,0.0,5.0,7.0,30
"tebu terubuk (lilin), segar",Tidak Diketahui,1 g,30.0,4.6,3.0,0.4,0.0,699.0,0.8,1.4,7.67,0.92,0.6,46.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,62
bentul kukus,Tidak Diketahui,0.90 g,71.0,2.3,15.4,0.3,0.0,0.0,0.5,3.3,3.83,4.74,0.45,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
"nanas palembang, segar",Tidak Diketahui,0.30 g,58.0,0.7,13.3,0.2,0.0,7.0,1.6,2.7,1.17,4.09,0.3,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
"empal (daging) goreng, masakan",Tidak Diketahui,2 g,248.0,36.2,10.1,6.9,0.0,848.0,0.0,11.53,60.33,3.11,10.3,56.53,0.0,0.0,0.0,0.0,0.0,0.0,0.0,74
"ikan paling, segar",Tidak Diketahui,1 g,303.0,14.0,0.0,27.0,0.0,43.0,0.0,14.09,23.33,0.0,40.3,2.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
esprecielo caramel macchiato,CV. Esprecielo International,0 g,110.0,1.0,17.0,4.0,10.0,0.0,0.0,5.12,1.67,5.23,5.97,0.0,0.0,0.0,0.0,6.0,6.0,6.0,0.0,66
starbucks espresso brownie,Tidak Diketahui,4 g,370.0,4.0,43.0,21.0,30.0,115.0,0.0,17.21,6.67,13.23,31.34,7.67,0.0,0.0,0.0,14.0,18.0,32.0,0.0,13
piatos iga penyet,PT.URC,0 g,60.0,0.0,7.0,3.5,0.0,80.0,0.0,2.79,0.0,2.15,5.22,5.33,0.0,6.0,0.0,0.0,3.0,6.0,0.0,52
piattos iga penyet,PT. URC Indonesia,1 g,60.0,1.0,13.0,7.0,0.0,160.0,0.0,5.58,1.67,4.0,10.45,10.67,15.0,11.0,0.0,0.0,0.0,11.0,0.0,72
pia 100 rasa kacang hijau,Tidak Diketahui,2 g,100.0,2.0,17.0,3.0,0.0,15.0,0.0,4.65,3.33,5.23,4.48,1.0,0.0,0.0,0.0,6.0,5.0,5.0,0.0,79
japato potato chips rasa rumput laut,Tidak Diketahui,1 g,150.0,1.0,15.0,10.0,0.0,150.0,0.0,6.98,1.67,4.62,14.93,10.0,0.0,10.0,0.0,0.0,7.0,15.0,0.0,67
pork rib,Tidak Diketahui,19.90 g,211.0,19.9,0.0,12.01,0.0,0.0,0.0,9.81,33.17,0.0,17.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,72
kacang tanah sangan,Tidak Diketahui,2.10 g,560.0,29.5,24.1,43.0,0.0,34.0,2.9,26.05,49.17,7.42,64.18,2.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
frozen food puff pastry sheet,Tidak Diketahui,3 g,200.0,3.0,18.0,13.0,0.0,0.0,0.0,9.3,5.0,5.54,19.4,0.0,0.0,0.0,0.0,6.0,10.0,20.0,0.0,48
cheetos puffs,PT. Frito Lay,0.90 g,160.0,2.0,16.0,10.0,0.9,0.0,0.9,7.44,3.33,4.92,14.93,0.0,0.0,0.0,0.0,5.0,8.0,15.0,0.0,51
promina puff rasa blueberry,Tidak Diketahui,1 g,80.0,1.0,10.0,3.0,0.0,0.0,0.0,3.72,1.67,3.08,4.48,0.0,0.0,0.0,0.0,4.0,4.0,5.0,0.0,12
floridina orange pulp & coco bitz,PT. Tirta Alam Segar,0 g,90.0,0.0,21.0,0.0,19.0,25.0,0.0,4.19,0.0,6.46,0.0,1.67,0.0,2.0,0.0,7.0,5.0,0.0,0.0,26
minute maid pulpy rasa jambu,PT. Coca-cola bottling indonesia,0 g,0.0,0.0,23.0,0.0,22.0,20.0,0.0,4.19,0.0,7.08,0.0,1.33,0.0,2.0,0.0,8.0,5.0,0.0,0.0,29
minute maid pulpy rasa jeruk,PT. Coca-cola bottling indonesia,0 g,130.0,0.0,34.0,0.0,27.0,45.0,0.0,6.05,0.0,10.46,0.0,3.0,0.0,3.0,0.0,11.0,7.0,0.0,0.0,52
minute maid pulpy rasa anggur dengan nata de coco,PT. Coca-cola bottling indonesia,0 g,0.0,0.0,28.0,0.0,24.0,10.0,0.0,5.12,0.0,8.62,0.0,0.67,0.0,1.0,0.0,9.0,6.0,0.0,0.0,50
kentang rebus,Tidak Diketahui,2.50 g,76.0,1.37,17.72,0.14,5.74,27.0,2.5,3.53,2.28,5.45,0.21,1.8,0.0,0.0,0.0,0.0,0.0,0.0,9.0,60
"ikan cakalang, segar",Tidak Diketahui,1.20 g,107.0,19.6,5.5,0.7,0.0,66.0,0.0,4.98,32.67,1.69,1.04,4.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
jawara cabai tabur jambal,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,63
jawara cabai tabur bawang goreng,Tidak Diketahui,0 g,10.0,0.0,2.0,0.0,0.0,150.0,0.0,0.47,0.0,0.62,0.0,10.0,0.0,10.0,0.0,1.0,1.0,0.0,0.0,22
red bull,Tidak Diketahui,0 g,112.0,0.0,28.0,0.0,0.0,0.0,0.0,5.21,0.0,8.62,0.0,0.0,0.0,0.0,0.0,9.0,6.0,0.0,0.0,19
sushi red bull roll,Tidak Diketahui,1 g,484.0,28.0,72.0,7.5,28.0,0.0,1.0,22.51,46.67,22.15,11.19,0.0,0.0,0.0,47.0,23.0,23.0,0.0,0.0,22
oreo soft cake,PT. Kraft foods Indonesia,1 g,80.0,1.0,8.0,5.0,0.0,50.0,0.0,3.72,1.67,2.46,7.46,3.33,0.0,4.0,0.0,0.0,4.0,8.0,0.0,37
koko krunch,PT. Nestle Indonesia,1 g,110.0,2.0,23.0,1.0,9.0,0.0,1.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,4.0,8.0,6.0,0.0,0.0,14
krupuk udang ny. siok (mentah),Tidak Diketahui,2 g,70.0,2.0,16.0,0.0,2.0,260.0,0.0,3.26,3.33,4.92,0.0,17.33,0.0,18.0,4.0,5.0,0.0,0.0,0.0,22
cookies oat krunch coklat gelap,PT. Munchy's Indonesia,2 g,120.0,2.0,18.0,4.5,6.0,0.0,2.0,5.58,3.33,5.54,6.72,0.0,0.0,0.0,0.0,0.0,6.0,7.0,7.0,41
kacang tunis,Tidak Diketahui,3.20 g,351.0,12.2,72.9,1.2,0.0,1.0,29.5,16.33,20.33,22.43,1.79,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,78
"carica papaya, segar",Tidak Diketahui,0.90 g,24.0,1.9,3.7,0.2,0.0,0.0,1.0,1.12,3.17,1.14,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
rica-rica taipa,Tidak Diketahui,1.40 g,49.0,1.6,10.0,0.3,0.0,426.0,0.0,2.28,2.67,3.08,0.45,28.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,20
babi hutan masak rica,Tidak Diketahui,2.70 g,491.0,24.6,0.2,16.3,0.0,1415.0,0.0,22.84,41.0,0.06,24.33,94.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
"tikus rica, masakan",Tidak Diketahui,4 g,257.0,18.8,3.8,18.5,0.0,1724.0,0.0,11.95,31.33,1.17,27.61,114.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25
"merica, kering",Tidak Diketahui,4.40 g,365.0,11.5,64.4,6.8,0.0,4.0,1.0,16.98,19.17,19.82,10.15,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
"ale, toge, tauge, kecambah, segar",Tidak Diketahui,0.70 g,37.0,4.4,3.8,0.5,0.0,2.0,1.7,1.72,7.33,1.17,0.75,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,64
folabee rasa coklat,PT. Serena Indopangan Industri,2 g,25.0,3.0,26.0,5.0,9.0,190.0,2.0,7.44,5.0,8.0,7.46,12.67,13.0,13.0,0.0,8.0,0.0,0.0,0.0,65
pop ice rasa cokelat,Tidak Diketahui,1 g,10.0,1.0,22.0,1.0,17.0,35.0,0.0,4.65,1.67,6.77,1.49,2.33,0.0,3.0,0.0,7.0,5.0,0.0,0.0,73
matcha tea latte,Tidak Diketahui,6.50 g,190.0,6.5,31.5,4.0,30.0,0.0,0.0,8.84,10.83,9.69,5.97,0.0,0.0,0.0,11.0,10.0,9.0,0.0,0.0,37
"labu kuning, segar",Tidak Diketahui,1.20 g,51.0,1.7,10.0,0.5,0.0,280.0,2.7,2.37,2.83,3.08,0.75,18.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,77
susu slim dan fit coklat,PT. Kalbe Nutritional,5 g,200.0,15.0,30.0,3.0,12.0,0.0,5.0,9.3,25.0,9.23,4.48,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,70
susu slim dan fit vanila,PT. Kalbe Nutritional,5 g,200.0,15.0,30.0,2.5,13.0,0.0,5.0,9.3,25.0,9.23,3.73,0.0,0.0,0.0,25.0,0.0,10.0,0.0,17.0,64
fitmee mie goreng korea,PT. FIT,3 g,150.0,1.0,29.0,4.0,6.0,400.0,3.0,6.98,1.67,8.92,5.97,26.67,0.0,27.0,0.0,9.0,0.0,0.0,10.0,37
fitmee rasa soto,PT. FIT,2 g,60.0,0.0,10.0,2.0,2.0,430.0,2.0,2.79,0.0,3.08,2.99,28.67,0.0,29.0,0.0,4.0,0.0,0.0,7.0,11
"terong asam, segar",Tidak Diketahui,0.80 g,37.0,2.0,6.3,0.4,0.0,3.0,3.2,1.72,3.33,1.94,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48
lema / rebung asam,Tidak Diketahui,0.40 g,15.0,1.0,1.9,0.4,0.0,3.0,0.0,0.7,1.67,0.58,0.6,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53
san remo pasta sauce spaghetti (mentah),PT. Sukanda djaya,3.80 g,457.0,15.0,90.0,2.5,3.1,0.0,3.8,21.26,25.0,27.69,3.73,0.0,0.0,0.0,25.0,28.0,22.0,0.0,0.0,53
pasta la fonte spaghetti with mushroom sauce,PT. Indofood CBP Sukses Makmur Tbk.,3 g,340.0,8.0,60.0,4.0,7.0,0.0,3.0,15.81,13.33,18.46,5.97,0.0,0.0,0.0,14.0,19.0,16.0,0.0,0.0,64
pasta la fonte spaghetti with chicken sauce,PT. Indofood CBP Sukses Makmur Tbk.,4 g,340.0,10.0,57.0,8.0,0.0,0.0,4.0,15.81,16.67,17.54,11.94,0.0,0.0,0.0,17.0,18.0,16.0,0.0,0.0,30
tini mini biti,Tidak Diketahui,1 g,60.0,1.0,8.0,2.5,0.0,140.0,0.0,2.79,1.67,2.46,3.73,9.33,0.0,10.0,0.0,0.0,3.0,4.0,0.0,28
kacang atom,Tidak Diketahui,2.20 g,533.0,27.8,28.8,38.1,0.0,0.0,2.5,24.79,46.33,8.86,56.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
"tomat merah, segar",Tidak Diketahui,0.60 g,24.0,1.3,4.7,0.5,0.0,10.0,1.5,1.12,2.17,1.45,0.75,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,32
"tomat muda, segar",Tidak Diketahui,2 g,24.0,2.0,3.3,0.7,0.0,10.0,1.8,1.12,3.33,1.02,1.04,0.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
ikan katombo asin,Tidak Diketahui,15.50 g,162.0,31.7,0.3,2.8,0.0,4393.0,0.0,7.53,52.83,0.09,4.18,292.87,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
yogurt greek yummy strawberry,PT. Heavenly nutrition indonesia,8 g,120.0,8.0,16.0,3.0,9.0,70.0,0.0,5.58,13.33,4.92,4.48,4.67,0.0,0.0,14.0,5.0,6.0,0.0,0.0,67
mayumi saus creamy serbaguna rasa pedas (180 g),PT. AJINOMOTO INDONESIA,591 g,100.0,0.0,3.0,10.0,3.0,270.0,0.0,4.65,0.0,0.92,14.93,18.0,0.0,18.0,0.0,0.0,0.0,0.0,0.0,64
yummy bites originak,CV. KUSUMA FOOD INDONESIA,2 g,50.0,2.0,8.0,1.0,2.0,35.0,0.0,2.33,3.33,2.46,1.49,2.33,0.0,3.0,4.0,3.0,0.0,0.0,0.0,74
soboro bread,Tidak Diketahui,1 g,300.0,7.0,56.0,7.0,16.0,0.0,1.0,13.95,11.67,17.23,10.45,0.0,0.0,0.0,12.0,18.0,14.0,0.0,0.0,19
beras siger,Tidak Diketahui,0.70 g,344.0,1.1,28.3,0.2,0.0,106.0,5.6,16.0,1.83,8.71,0.3,7.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,73
doritos nacho cheese,Tidak Diketahui,2 g,100.0,2.0,12.0,5.0,0.0,125.0,0.0,4.65,3.33,3.69,7.46,8.33,0.0,9.0,0.0,0.0,5.0,8.0,0.0,55
"ayam, ampela, goreng",Tidak Diketahui,1.80 g,270.0,32.3,9.9,11.2,0.0,980.0,0.0,12.56,53.83,3.05,16.72,65.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15
"sop daging sapi, masakan",Tidak Diketahui,0.90 g,49.0,5.8,5.3,0.5,0.0,391.0,0.0,2.28,9.67,1.63,0.75,26.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
"sop kaki sapi, masakan",Tidak Diketahui,0.90 g,68.0,9.0,3.7,1.9,0.0,435.0,0.0,3.16,15.0,1.14,2.84,29.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,79
"gatep, segar",Tidak Diketahui,1.60 g,191.0,4.5,39.7,1.5,0.0,17.0,13.4,8.88,7.5,12.22,2.24,1.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,71
teh botol sosro tawar,PT. Mayora Indah Tbk.,0 g,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,76
keju castello brie,PT. Jerindo Jaya Abadi,0 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,32
keju castello camembert,Tidak Diketahui,5 g,73.0,5.0,0.03,6.0,0.03,0.0,0.0,3.4,8.33,0.01,8.96,0.0,0.0,0.0,9.0,0.0,4.0,9.0,0.0,67
"betok wadi, masakan",Tidak Diketahui,3.40 g,145.0,16.3,4.1,7.0,0.0,69.0,0.0,6.74,27.17,1.26,10.45,4.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,60
"ikan papuyu / betok, segar",Tidak Diketahui,1.20 g,120.0,14.3,4.6,4.9,0.0,240.0,0.0,5.58,23.83,1.42,7.31,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,70
diabetasol sweetener,PT. Kalbe Nutritional,0 g,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.31,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,59
milo cereal,PT. Nestle Indonesia,2 g,110.0,2.0,23.0,1.0,9.0,0.0,2.0,5.12,3.33,7.08,1.49,0.0,0.0,0.0,0.0,8.0,6.0,0.0,7.0,38
origo coffe cereal latte,Tidak Diketahui,6.80 g,238.0,6.8,38.69,6.0,17.39,0.0,0.0,11.07,11.33,11.9,8.96,0.0,0.0,0.0,12.0,12.0,12.0,0.0,0.0,67
ayam brand chilli tuna,PT. Ayam brand Indonesia,8 g,100.0,8.0,3.0,6.0,2.0,0.0,0.0,4.65,13.33,0.92,8.96,0.0,0.0,0.0,14.0,0.0,5.0,9.0,0.0,57
baked potato chili'n cheese,Tidak Diketahui,8 g,460.0,19.0,71.0,11.0,7.0,0.0,8.0,21.4,31.67,21.85,16.42,0.0,0.0,0.0,32.0,22.0,0.0,0.0,27.0,71
chili cheese fries ( 1 porsi),Tidak Diketahui,6 g,500.0,16.0,53.0,25.0,4.0,0.0,6.0,23.26,26.67,16.31,37.31,0.0,0.0,0.0,27.0,0.0,24.0,38.0,0.0,70
hilo teen,PT.Nutrifood indonesia,6 g,25.0,6.0,33.0,2.5,26.0,135.0,0.0,8.37,10.0,10.15,3.73,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,55
gemez enaak snack mi,PT. Siantar Top,2 g,40.0,2.0,13.0,4.0,0.0,240.0,0.0,4.65,3.33,4.0,5.97,16.0,0.0,16.0,0.0,0.0,0.0,6.0,0.0,38
pankreas kambing (mentah),Tidak Diketahui,0 g,152.0,14.84,0.0,9.82,0.0,0.0,0.0,7.07,24.73,0.0,14.66,0.0,0.0,0.0,25.0,0.0,0.0,15.0,0.0,42
domino pizza beef pepperoni feast,Tidak Diketahui,2 g,370.0,16.0,36.0,17.0,3.0,890.0,2.0,17.21,26.67,11.08,25.37,59.33,0.0,60.0,27.0,0.0,0.0,26.0,0.0,79
"jasuke, jagung susu keju",Tidak Diketahui,3.22 g,86.0,3.22,19.02,1.18,0.0,0.0,0.0,4.0,5.37,5.85,1.76,0.0,0.0,0.0,6.0,6.0,4.0,0.0,0.0,75
teh kotak jasmine tea,"PT. ULTRAJAYA MILK INDUSTRY & TRANDING CO,,TBK",0 g,100.0,0.0,26.0,0.0,26.0,15.0,0.0,4.65,0.0,8.0,0.0,1.0,0.0,1.0,0.0,8.0,5.0,0.0,0.0,28
sayur lilin-terubuk,Tidak Diketahui,1.40 g,36.0,2.7,4.8,0.7,0.0,30.0,1.4,1.67,4.5,1.48,1.04,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,44
yupi gummy pizza,PT. Yupi Indo Jelly Gum,1 g,0.0,1.0,12.0,0.0,8.0,0.0,0.0,2.33,1.67,3.69,0.0,0.0,0.0,0.0,2.0,4.0,3.0,0.0,0.0,20
"labu waluh, segar",Tidak Diketahui,1 g,32.0,1.1,6.6,0.1,0.0,1.0,0.5,1.49,1.83,2.03,0.15,0.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,43
waluh balamak,Tidak Diketahui,1 g,45.0,0.8,8.1,0.9,0.0,61.0,7.9,2.09,1.33,2.49,1.34,4.07,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
"ikan kawalinya, segar",Tidak Diketahui,1.70 g,110.0,12.6,5.4,4.2,0.0,340.0,0.0,5.12,21.0,1.66,6.27,22.67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,67
brongkos,Tidak Diketahui,2.40 g,141.0,15.3,12.6,3.3,0.0,0.0,1.0,6.56,25.5,3.88,4.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,29
"mujahir acar kuning, masakan",Tidak Diketahui,4.60 g,330.0,17.8,12.1,23.4,0.0,0.0,1.1,15.35,29.67,3.72,34.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
kuaci rebo salted caramel,PT. Gumindo Bogamanis,1 g,50.0,2.0,1.0,4.0,0.0,90.0,1.0,2.33,3.33,0.31,5.97,6.0,0.0,6.0,0.0,0.0,0.0,6.0,4.0,47
wajik,Tidak Diketahui,1.99 g,152.0,1.99,34.2,0.68,0.0,70.0,0.0,7.07,3.32,10.52,1.01,4.67,0.0,5.0,0.0,11.0,8.0,0.0,0.0,40
"lantar, segar",Tidak Diketahui,0.80 g,34.0,2.2,5.5,0.3,0.0,3.0,2.9,1.58,3.67,1.69,0.45,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,19
"lontar, segar",Tidak Diketahui,0.40 g,27.0,0.4,6.0,0.2,0.0,0.0,1.6,1.26,0.67,1.85,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,63
"tekokak, segar",Tidak Diketahui,1 g,34.0,2.0,7.9,0.1,0.0,3.0,4.9,1.58,3.33,2.43,0.15,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
tekokak kering,Tidak Diketahui,8.10 g,302.0,8.3,72.6,1.7,0.0,9.0,21.2,14.05,13.83,22.34,2.54,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,47
"ikan kakap, segar",Tidak Diketahui,2.30 g,92.0,20.0,0.0,0.7,0.0,0.0,0.0,4.28,33.33,0.0,1.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
ikan papuyu bakar,Tidak Diketahui,3 g,152.0,17.6,6.7,6.1,0.0,320.0,0.0,7.07,29.33,2.06,9.1,21.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,41
"udang papay, mentah",Tidak Diketahui,11.50 g,273.0,47.8,12.5,3.8,0.0,651.0,0.0,12.7,79.67,3.85,5.67,43.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17
san remo pasta sauce wholemeal (mentah),PT. Sukanda djaya,11 g,452.0,19.0,78.0,4.0,4.0,0.0,11.0,21.02,31.67,24.0,5.97,0.0,0.0,0.0,32.0,24.0,0.0,0.0,37.0,70
san remo pasta sauce spinach fettuccine(mentah),PT. Sukanda djaya,6 g,457.0,15.0,89.0,2.5,4.0,0.0,6.0,21.26,25.0,27.38,3.73,0.0,0.0,0.0,25.0,28.0,22.0,0.0,0.0,74
ongol-ongol sagu,Tidak Diketahui,0.50 g,111.0,0.3,21.2,2.7,0.0,0.0,0.3,5.16,0.5,6.52,4.03,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,39
"mangga golek, segar",Tidak Diketahui,0.40 g,63.0,0.5,16.7,0.2,0.0,3.0,2.3,2.93,0.83,5.14,0.3,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
indomie salted egg,PT. Indofood CBP Sukses Makmur Tbk.,2 g,480.0,11.0,53.0,25.0,6.0,0.0,2.0,22.33,18.33,16.31,37.31,0.0,0.0,0.0,19.0,0.0,23.0,38.0,0.0,29
sirup sunquick mango,PT.Lasallefood,0 g,45.0,0.0,10.0,0.0,9.0,0.0,0.0,2.09,0.0,3.08,0.0,0.0,0.0,0.0,0.0,4.0,3.0,0.0,0.0,61
"sapi, otak, segar",Tidak Diketahui,1.30 g,123.0,10.4,0.8,8.6,0.0,112.0,0.0,5.72,17.33,0.25,12.84,7.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52
susu kental tak manis,Tidak Diketahui,1.50 g,138.0,7.0,9.9,7.9,0.0,140.0,0.0,6.42,11.67,3.05,11.79,9.33,0.0,0.0,0.0,0.0,0.0,0.0,0.0,35
"kucai, segar",Tidak Diketahui,0.90 g,45.0,2.2,10.3,0.3,0.0,21.0,4.8,2.09,3.67,3.17,0.45,1.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,34
"tumis bandeng, masakan",Tidak Diketahui,1.90 g,189.0,11.3,0.6,15.7,0.0,314.0,0.0,8.79,18.83,0.18,23.43,20.93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,68
biji wijen,Tidak Diketahui,17.73 g,573.0,17.73,23.45,49.67,0.0,0.0,0.0,26.65,29.55,7.22,74.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,80
domino pizza extravaganza,Tidak Diketahui,2 g,390.0,17.0,38.0,18.0,3.0,970.0,2.0,18.14,28.33,11.69,26.87,64.67,0.0,65.0,29.0,0.0,0.0,27.0,0.0,59
"daun kacang panjang, segar",Tidak Diketahui,1.10 g,30.0,3.1,5.8,0.3,0.0,7.0,1.7,1.4,5.17,1.78,0.45,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40
"kacang panjang, segar",Tidak Diketahui,0.50 g,31.0,2.3,5.3,0.1,0.0,30.0,2.7,1.44,3.83,1.63,0.15,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,54
"terung panjang, segar",Tidak Diketahui,0.70 g,25.0,2.1,5.3,0.1,0.0,9.0,0.5,1.16,3.5,1.63,0.15,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22
"ubi jalar merah, segar",Tidak Diketahui,0.60 g,151.0,1.6,35.4,0.3,0.0,92.0,0.7,7.02,2.67,10.89,0.45,6.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,21
"ubi jalar putih, segar",Tidak Diketahui,0.80 g,88.0,0.4,20.6,0.4,0.0,2.0,4.0,4.09,0.67,6.34,0.6,0.13,0.0,0.0,0.0,0.0,0.0,0.0,0.0,14
pork belly,Tidak Diketahui,9.34 g,518.0,9.34,0.0,53.01,0.0,0.0,0.0,24.09,15.57,0.0,79.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,30
nugget ayam akumo,PT. CHAROEN POKPHAND,13 g,340.0,13.0,30.0,19.0,0.0,610.0,0.0,15.81,21.67,9.23,28.36,40.67,40.0,41.0,0.0,0.0,0.0,29.0,0.0,29
nutrijell balanced color delima,PT. Forisa Nusapersada,1 g,0.0,0.0,3.0,0.0,1.0,15.0,1.0,0.47,0.0,0.92,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,4.0,42
ellenka fiber creme,PT. Sarana Karya Utama,1 g,10.0,0.0,2.0,1.0,0.0,5.0,1.0,0.7,0.0,0.62,1.49,0.33,5.0,0.0,0.0,0.0,0.0,2.0,4.0,35
